,Theme,Name
165,원자력발전,"['제일테크노스', '성광벤드', '태광', '현대건설', 'DL', 'GS건설', '하이록코리아', 'DL이앤씨', '디케이락', '대한전선', '금화피에스시', '한신기계', '한국전력', '에스앤더블류', '강원에너지', '삼영엠텍', '한양이엔지', '휴센텍', '효성중공업', '조광ILI', 'SG&G', '한전KPS', '대우건설', '수산인더스트리', '비엠티', '에너토크', '대창스틸', '한전기술', '일진파워', 'LS ELECTRIC', 'HRS', '티플랙스', '한전산업', '우진', 'SNT에너지', '이엠코리아', '지투파워', '보성파워텍', '두산에너빌리티', '디티앤씨', '광명전기', '우리기술', '에이프로젠', '비에이치아이', '태웅', '서전기전', '오르비텍', '금양그린파워']"
166,항공기부품,"['ОЦНКЦЎ', 'ДыЧбЧзАј', 'ЧбБЙФЋКЛ', 'ЧіДыРЇОЦ', 'ЧбШ\xadПЁОюЗЮНКЦфРЬНК', 'ШоМОХи', 'ОюНКОиПЁОюЗЮНКЦфРЬНК', 'LIGГиНКПј', 'ШоДЯЕх', 'ЧЯРЬСюЧзАј', 'РЬПЅФкИЎОЦ', 'ЕЮЛъПЁГЪКєИЎЦМ', 'ЧбБЙЧзАјПьСж', 'ФЫФкОЦПЁОюЗЮНКЦфРЬНК', 'ПРИЃКёХи']"
167,제대혈,"['강스템바이오텍', '세원이앤씨', '녹십자', '차바이오텍', '지씨셀', '메디포스트']"
168,마스크,"['나노캠텍', '애경산업', '메디앙스', '아가방컴퍼니', '씨앤투스', '오공', '웅진', '크린앤사이언스', '깨끗한나라', '국제약품', '쌍방울', '엘아이에스', '일월지엠엘', '에스디생명공학', '비케이탑스', '한송네오텍', '락앤락', '케이엠', '일동제약', '동양', '인콘', '조아제약', '모나리자', '한컴라이프케어', '동국제약', '카스', '웰크론', '케이피엠테크', '비비안', '휴비스', '케이엠제약', '디케이앤디', '녹십자엠에스', '톱텍', '풍원정밀', '코데즈컴바인', '국보', '레몬', 'JW중외제약', '에이치앤비디자인']"
169,엔젤산업,"['예림당', '손오공', '메디앙스', '아가방컴퍼니', 'SAMG엔터', '제로투세븐', '꿈비', '유진로봇', '네오팜', '대교', '정상제이엘에스', '남양유업', '삼천리자전거', '대원미디어', '오로라', '락앤락', '삼익악기', '웅진씽크빅', '청담글로벌', '삼성출판사', '토박스코리아', '헝셩그룹', '매일유업', '오가닉티코스메틱', '모나미', '캐리소프트']"
170,줄기세포,"['스피어파워', '강스템바이오텍', '부광약품', '동구바이오제약', 'HLB', '바이온', '더메디팜', '세원이앤씨', '테고사이언스', 'HLB생명과학', '마크로젠', '차바이오텍', '조아제약', '지씨셀', '안트로젠', '코아스템켐온', '네이처셀', '제일약품', '파미셀', '메디포스트', '에스씨엠생명과학', '에스바이오메딕스', '바이오솔루션']"
171,손해보험,"['현대해상', '흥국화재', '코리안리', '한화손해보험', '에이플러스에셋', '롯데손해보험', '삼성화재', 'DB손해보험']"
172,2019 상반기 신규상장,"['이노테라피', '드림텍', '엠에프엠코리아', '천보', '현대무벡스', '셀리드', '마이크로디지탈', '컴퍼니케이', 'TS트릴리온', '에코프로비엠', '현대오토에버', '미래에셋벤처투자', '수젠텍', '압타바이오', '웹케시', '까스텔바작', '프로이천', '노랑풍선', '코퍼스코리아', '아모그린텍', '태성', '이지케어텍', '지노믹트리']"
173,제약업체,"['대화제약', '삼천당제약', '하이텍팜', '화일약품', '에스티팜', '동아에스티', '대웅제약', '대한뉴팜', '종근당', '부광약품', '동구바이오제약', '신일제약', '삼성제약', '그린생명과학', '셀트리온제약', '알리코제약', '삼일제약', 'CMG제약', '유유제약', '한미약품', '팜젠사이언스', '에스텍파마', 'SK바이오사이언스', '국제약품', '삼성바이오로직스', '경동제약', '비씨월드제약', '진양제약', '코오롱생명과학', '녹십자', '한올바이오파마', '테라젠이텍스', '현대약품', '유한양행', '일동제약', '텔콘RF제약', 'HLB제약', '조아제약', 'HK이노엔', '일양약품', '광동제약', '동국제약', '보령', '신풍제약', '동성제약', 'SK바이오팜', '유나이티드제약', '프레스티지바이오파마', '한국유니온제약', '에이프로젠바이오로직스', '녹십자웰빙', '삼진제약', '한국파마', '영진약품', '제일약품', '안국약품', '대한약품', '신신제약', '일성신약', '한독', '이연제약', '휴온스', '위더스제약', '경남제약', '삼아제약', '국전약품', '동화약품', '명문제약', '프레스티지바이오로직스', '고려제약', '지엘팜텍', '아이큐어', '환인제약', '비보존 제약', '하나제약', 'JW신약', 'JW생명과학', '경보제약', '서울제약', '압타머사이언스', '알피바이오', '동아쏘시오홀딩스', '엔지켐생명과학', 'JW중외제약', '대원제약']"
174,지주사,"['CJ', 'GS', '솔본', '세아베스틸지주', '한화', 'HD현대', 'DL', '한국금융지주', '동국홀딩스', '부방', 'JB금융지주', '효성', '한진칼', '크라운해태홀딩스', 'LG', '롯데지주', '세아홀딩스', 'BNK금융지주', '성창기업지주', 'DGB금융지주', '풍산홀딩스', 'HD한국조선해양', 'F&F홀딩스', '하나금융지주', '경동인베스트', 'SK', '삼양홀딩스', 'CS홀딩스', 'OCI홀딩스', '한국앤컴퍼니', 'AJ네트웍스', '삼성물산', '신한지주', 'HL홀딩스', 'KB금융', '현대지에프홀딩스', '아세아', 'LX홀딩스', '웅진', '하림지주', '샘표', 'SNT홀딩스', '두산밥캣', '종근당홀딩스', '우리금융지주', '글로벌에스엠', '콘텐트리중앙', '화승엔터프라이즈', '넥센', 'KPX홀딩스', '유수홀딩스', '우리산업홀딩스', '동성케미컬', '한일홀딩스', '코오롱', 'SK디스커버리', 'LS', 'AK홀딩스', '예스코홀딩스', '한세예스24홀딩스', '유비쿼스홀딩스', '일동홀딩스', '아모레G', '오리온홀딩스', '하이트진로홀딩스', '영원무역홀딩스', '이녹스', '한솔홀딩스', '녹십자홀딩스', '그래디언트', 'DRB동일', '서연', '농심홀딩스', '진양홀딩스', 'CR홀딩스', '해성산업', '이지홀딩스', 'BGF', '골든센츄리', '동원산업', '엘브이엠씨홀딩스', '골프존뉴딘홀딩스', '미원홀딩스', '일진홀딩스', '대덕', '세아제강지주', '디와이', '컴투스홀딩스', '아이디스홀딩스', '노루홀딩스', '한미사이언스', '비츠로테크', '금호건설', 'KISCO홀딩스', 'HDC', '대상홀딩스', '풀무원', '한진중공업홀딩스', '이건홀딩스', '한국전자홀딩스', 'APS', '메리츠금융지주', 'KC그린홀딩스', '매일홀딩스', 'LS전선아시아', '슈프리마에이치큐', '티와이홀딩스', '대웅', '제일파마홀딩스', '두산', '심텍홀딩스', 'GRT', '휴온스글로벌', '한국콜마홀딩스', '헝셩그룹', 'NICE', '코아시아', '솔브레인홀딩스', '오가닉티코스메틱', '평화홀딩스', 'DB', 'CNH', 'SJM홀딩스', 'JW홀딩스', '휴맥스홀딩스', '동아쏘시오홀딩스', '코스맥스비티아이', '네오위즈홀딩스', '윙입푸드', '로스웰', '덕산하이메탈', '신송홀딩스', '에코프로', '쿠쿠홀딩스']"
175,K-뉴딜지수(게임),"['네오위즈', '웹젠', '카카오게임즈', '넷마블', '크래프톤', '펄어비스', '컴투스', '위메이드', '엔씨소프트', 'NHN', '골프존', '더블유게임즈', '데브시스터즈']"
176,면세점,"['신세계', '현대백화점', '호텔신라', '하나투어', '제이에스티나', '글로벌텍스프리', 'HDC', '토니모리', '한국정보통신', 'JTC']"
177,카지노,"['에이루트', 'GKL', '강원랜드', '에스엘에너지', '파라다이스', '코텍', '롯데관광개발', '토비스']"
178,SI(시스템통합),"['포스코DX', '한솔인티큐브', '데이타솔루션', '케이엘넷', '현대무벡스', '한화시스템', 'SK', '아이티센', '정원엔시스', '현대오토에버', '위즈코프', '비케이탑스', '삼성에스디에스', '링네트', '롯데정보통신', '대신정보통신', '에스트래픽', '아시아나IDT', '광무', '오상자이엘', '웹케시', '비트컴퓨터', 'SGA', '다우기술', '쌍용정보통신', '신세계 I&C', '오파스넷', '케이씨에스', 'SGA솔루션즈', '토마토시스템', 'DB', '아이크래프트', '나무기술']"
179,수산,"['사조오양', '동원수산', '신라교역', '사조대림', '사조산업', '신라에스지', '동원산업', '한성기업', 'CJ씨푸드', '사조씨푸드']"
180,치아 치료(임플란트 등),"['나이벡', '오스코텍', '디오', '바텍', '쎌마테라퓨틱스', '메타바이오메드', '신흥', '현대바이오랜드', '레이', '덴티움', '덴티스', '오스테오닉']"
181,2020 하반기 신규상장,"['미코바이오메드', '하이딥', '에이프로', '핌스', '솔트룩스', '바이브컴퍼니', '앱코', '에프앤가이드', '티에스아이', '카카오게임즈', '엠투아이', '제일전기공업', '비나텍', '알체라', '박셀바이오', '블리츠웨이', '하이브', '소마젠', '미투젠', '교촌에프앤비', '에이치엠씨제5호스팩', '엔에프씨', '클리노믹스', '하나기술', '영림원소프트랩', '포인트모바일', '소룩스', 'ESR켄달스퀘어리츠', '미래에셋맵스리츠', '엠브레인', '코람코에너지리츠', '석경에이티', '브랜드엑스코퍼레이션', '엔젠바이오', '명신산업', '에이플러스에셋', '이지스레지던스리츠', '비비씨', 'SK바이오팜', '이오플로우', '피플바이오', '센코', '티엘비', '한국파마', '신도기연', '넥스틴', '티앤엘', '와이팜', '프리시젼바이오', '위더스제약', '고바이오랩', '더네이쳐홀딩스', '인바이오', '제놀루션', '지놈앤컴퍼니', '셀레믹스', '제이알글로벌리츠', '케이엔솔', '아이디피', '이지스밸류리츠', '씨엔알리서치', '퀀타매트릭스', '압타머사이언스', '네패스아크', '피엔케이피부임상연구센타', '코스텍시스', '이루다', '에코앤드림', '위드텍']"
182,휴대폰부품,"['앤디포스', '제이앤티씨', '상신이디피', '아비코전자', '세코닉스', '우주일렉트로', '엑사이엔씨', '와이솔', '나무가', '텔레칩스', '이랜텍', '재영솔루텍', '모베이스', '캠시스', '디에이피', 'LG이노텍', '한솔테크닉스', '하이소닉', '인탑스', '코스나인', '에스코넥', '케스피온', '서진시스템', '블루콤', '유아이엘', '아이앤씨', '서원인텍', '엠씨넥스', '파인엠텍', '서울반도체', '한국컴퓨터', '모다이노칩', '파인테크닉스', '이라이콤', '파워로직스', '알에프텍', '와이팜', '아모텍', 'KH바텍', '피델릭스', '이엠앤아이', '엘컴텍', '코아시아씨엠', '디스플레이텍', '기가레인', '세경하이테크', '인터플렉스', '제주반도체', '레몬', '옵트론텍', 'SBW생명과학', '바이오로그디바이스', '이엠텍', '알에프세미']"
183,"주류업(주정, 에탄올 등)","['MH에탄올', '진로발효', '롯데칠성', '창해에탄올', '하이트진로', '하이트진로홀딩스', '보해양조', '풍국주정', '국순당', '나라셀라', '무학', '제주맥주', '한국알콜']"
184,겨울,"['지에스이', '영원무역', '부스타', '한국가스공사', '대성에너지', '한미약품', '서울가스', '인천도시가스', '예스코홀딩스', '경동도시가스', '신일전자', '녹십자', '유한양행', 'SPC삼립', '광동제약', '대성홀딩스', '파세코', '골프존', '삼천리', '동화약품', '지역난방공사', '경동나비엔']"
185,2020 상반기 신규상장,"['제이앤티씨', '드림씨아이에스', '에스에이티이엔지', '플레이디', 'HB솔루션', '위세아이텍', '휴럼', '엔피디', '서울바이오시스', '에스씨엠생명과학', '서남', '켄코아에어로스페이스', '레몬', '젠큐릭스']"
186,핀테크(FinTech),"['라온시큐어', '이스트소프트', '한국정보인증', '인포뱅크', 'SK', '헥토이노베이션', '핑거', 'LG유플러스', '한국전자인증', '성우전자', '카카오', '다날', '카카오페이', '유니셈', '이니텍', '한컴위드', '투비소프트', '갤럭시아머니트리', '아톤', 'SBI핀테크솔루션즈', '시큐브', '코나아이', '서울전자통신', 'KG이니시스', 'KT', 'NHN KCP', 'KG모빌리언스', '헥토파이낸셜', '웹케시', '이글루', '브리지텍', '클라우드에어', '아모텍', 'NAVER', '한국정보통신', 'SGA솔루션즈', '가비아', '시큐센', '다우데이타']"
187,태블릿PC,"['미래나노텍', '아비코전자', 'LG디스플레이', 'LG화학', 'LG전자', '삼성SDI', '셀바스AI', '텔레칩스', '아바텍', '유아이디', '삼성전자', '리튬포어스', '유티아이', '파트론', 'LX세미콘', '다산솔루에타', '이라이콤', '켐트로닉스', 'SK하이닉스', '엘엠에스', '노바텍', '시노펙스', '알에프세미']"
188,SNS(소셜네트워크서비스),"['유엔젤', '인포뱅크', '아프리카TV', '젬백스링크', '카카오', '갤럭시아머니트리', '이루온', 'NHN벅스', 'NAVER', '가비아']"
189,여름,"['후성', '롯데웰푸드', '코웨이', '쿠쿠홈시스', '하림', '위닉스', '에쎈테크', '동우팜투테이블', '롯데칠성', '남해화학', '조비', '신일전자', '하이트진로', '배럴', '위니아', '보해양조', '마니커', '이지홀딩스', '오텍', '파세코', '빙그레', 'LG생활건강', '에스씨디', '제주맥주', '롯데하이마트', '팜스토리', '드림어스컴퍼니', '태경케미컬', '3S']"
190,슈퍼박테리아,"['씨젠', '동아에스티', '큐로컴', '레고켐바이오', '파루', '영진약품', '이연제약', '종근당바이오', '인트론바이오', 'CG인바이츠']"
191,코로나19(치료제/백신 개발 등),"['한국비엔씨', '삼천당제약', '유바이오로직스', '케어젠', '비엘', '케이바이오', '코미팜', '강스템바이오텍', '대웅제약', '셀리드', '부광약품', '레고켐바이오', '셀트리온', '큐라티스', 'SK바이오사이언스', '진원생명과학', '쎌마테라퓨틱스', '셀리버리', '인바이오젠', '녹십자', '수성샐바시온', '일동제약', '텔콘RF제약', '일양약품', '카이노스메드', '신풍제약', '유나이티드제약', '아이진', '압타바이오', '녹십자웰빙', '네이처셀', '메디콕스', '한국파마', '케이피엠테크', '옵티팜', '제넥신', '국전약품', '진매트릭스', '동화약품', '대웅', '샤페론', '현대바이오', '유틸렉스', '세종메디칼', '앱클론', '압타머사이언스', 'CG인바이츠', '에이비온', 'JW중외제약', '대원제약']"
192,백신여권,"['라온시큐어', 'SK텔레콤', 'KT', '케어랩스', 'SGA솔루션즈', '아이크래프트']"
193,초전도체,"['신성델타테크', '덕성', '탑엔지니어링', '한양이엔지', 'LS ELECTRIC', '인지디스플레', '인지컨트롤스', '파워로직스', '아모텍', '원익피앤이', '고려제강', '모비스', '서남']"
194,메르스 코로나 바이러스,"['하이텍팜', '오공', '우진비앤지', '크린앤사이언스', '블레이드 Ent', '진원생명과학', '제일바이오', '이글벳', '백광산업', '진양제약', '중앙백신', '케이엠', '한올바이오파마', '파루', '바이오니아', '웰크론', '에이프로젠바이오로직스', '삼진제약', '케이피엠테크', '서린바이오', '진매트릭스', '오리엔트바이오', '고려제약', '우정바이오', 'DXVX']"
195,mRNA(메신저 리보핵산),"['올릭스', '나이벡', '올리패스', '에스티팜', '삼양홀딩스', '큐라티스', '한미약품', '진원생명과학', '아미노로직스', '녹십자', '아이진', '한미사이언스', '이연제약', '서린바이오', '파미셀', '셀루메드', '엔지켐생명과학', '피씨엘']"
196,골판지 제조,"['한국수출포장', '대림제지', '신대양제지', '율촌화학', '대양제지', '한솔홀딩스', '아세아제지', '영풍제지', '태림포장', '삼보판지', '대영포장', '리더스코스메틱']"
197,삼성페이,"['라온시큐어', '에이텍모빌리티', '효성', '한국정보인증', '삼성카드', '다날', '한솔테크닉스', '효성ITX', '투비소프트', '갤럭시아머니트리', '이니텍', '삼성전자', '인포바인', '코나아이', '서울전자통신', 'KG이니시스', 'NHN KCP', '파트론', '이루온', 'KG모빌리언스', '알에프텍', '지니틱스', '아모텍', '나이스정보통신', '한국정보통신', '케이사인', '드림시큐리티', '유비벨록스', '소니드']"
198,의료기기,"['시너지이노베이션', '미코바이오메드', '루닛', '한국비엔씨', '아스타', '디알텍', '티로보틱스', '자이글', '비스토스', '디오', '미래컴퍼니', '큐렉소', '피제이전자', '씨유메디칼', '코렌텍', '바텍', '셀바스헬스케어', '솔고바이오', '뷰웍스', '레고켐바이오', '뷰노', '티앤알바이오팹', '제테마', '인터로조', '휴마시스', '세운메디칼', '유비케어', '지티지웰니스', '루트로닉', '더메디팜', '이노시스', '인트로메딕', '엘앤씨바이오', '삼성전자', '수젠텍', '메타바이오메드', '네오펙트', '원익', '신흥', '디알젬', '티에스넥스젠', '제이시스메디칼', '레이언스', '이오플로우', '멕아이씨에스', '리메드', '랩지노믹스', '더블유에스아이', '나노엔텍', '한독', '티앤엘', '프리시젼바이오', '아이센스', '클래시스', '엘앤케이바이오', '프로테옴텍', '제놀루션', '바이오다인', '제노레이', '덴티움', '퀀타매트릭스', '세종메디칼', '메디아나', '엠아이텍', '인바디', '휴비츠', '바디텍메드', '아이쓰리시스템', '파마리서치', '바이오플러스', '한스바이오메드', '셀루메드', '플라즈맵', '대원제약', '이루다', '딥노이드', '원텍', '제이엘케이', '비올', '오스테오닉', '하이로닉', '피씨엘']"
199,종합 물류,"['태웅로직스', 'CJ대한통운', '동방', '현대글로비스', 'SG&G', '위니아에이드', '한솔로지스틱스', '한진', '유성티엔에스', '세방', 'KCTC', '삼일', '인터지스', '선광', '초록뱀컴퍼니', '한익스프레스', '국보']"
200,캐릭터상품,"['손오공', 'SAMG엔터', '유진로봇', '블리츠웨이', '대원미디어', '쌍방울', '오로라', '리튬포어스', '캐리소프트', '데브시스터즈']"
201,전력설비,"['HD현대일렉트릭', '에이루트', '제룡전기', '제일전기공업', '대한전선', '금화피에스시', '한국전력', 'LS', '효성중공업', '선도전기', '이화전기', '한전KPS', '대원전선', 'LS ELECTRIC', '피앤씨테크', '한전산업', '제룡산업', '비츠로테크', '지투파워', '일진전기', 'LS전선아시아', '보성파워텍', '세명전기', '두산에너빌리티', '광명전기', '비츠로시스', '가온전선', '서전기전']"
202,엔터테인먼트,"['CJ ENM', '큐브엔터', '엔투텍', '갤럭시아에스엠', '스튜디오산타클로스', '에스엠', '초록뱀이앤엠', '하이브', '디어유', '콘텐트리중앙', '카카오', '지니뮤직', 'JYP Ent.', '스튜디오드래곤', '버킷스튜디오', '아리온', 'IHQ', '초록뱀미디어', '알비더블유', '큐로홀딩스', '래몽래인', '아이오케이', 'SM C&C', 'TJ미디어', '와이지엔터테인먼트', '삼화네트웍스', '코아시아씨엠', '바른손', '에프엔씨엔터', '키이스트', '팬엔터테인먼트', '아센디오', 'NEW', '판타지오']"
203,갤럭시 부품주,"['앤디포스', '제이앤티씨', '세코닉스', '드림텍', '나무가', '이랜텍', 'PI첨단소재', '삼성전기', '모베이스', '캠시스', '한솔테크닉스', '삼성전자', '인탑스', '신화콘텍', '이녹스첨단소재', '씨유테크', '유티아이', '아이엠', '파트론', '엠씨넥스', '대덕', '파워로직스', '알에프텍', '뉴프렉스', '와이팜', '아모텍', 'KH바텍', '코리아써키트', '켐트로닉스', '기가레인', '인터플렉스', '세경하이테크', '비에이치', '아모그린텍', '자화전자', '레몬', '옵트론텍', '대덕전자', '덕산네오룩스', '이수페타시스', '시노펙스']"
204,아프리카 돼지열병(ASF),"['카나리아바이오', '우성', '팜스코', '코미팜', '대한뉴팜', '하림', '태경비케이', '우진비앤지', '동우팜투테이블', '제일바이오', '이글벳', '진바이오텍', '중앙백신', '파루', '고려시멘트', '미래생명자원', '이지홀딩스', '대성미생물', '마니커', '신라에스지', '전진바이오팜', '정다운', '이지바이오', '옵티팜', '경남제약', '씨티씨바이오', '우리손에프앤지', '한일사료', '팜스토리', '셀레믹스', '선진', '윙입푸드', '체시스']"
205,테마명,[]
206,리비안(RIVIAN),"['상신이디피', '피엔티', '포스코인터내셔널', 'TCC스틸', '삼성SDI', '씨아이에스', '대유에이텍', '동국알앤에스', 'HL만도', '남성', '에스코넥', '에코캡', '모베이스전자', '대원화성', '알멕', '디와이', '디에이테크놀로지', '폴라리스세원', '삼진엘앤디', '아모그린텍', '피에이치에이', '우리산업', '우신시스템', '코다코']"
207,"스포츠행사 수혜(올림픽, 월드컵 등)","['하림', '아프리카TV', '동우팜투테이블', '블레이드 Ent', '하이트진로', '하이트진로홀딩스', '이지홀딩스', '마니커', 'SBS', 'SBS콘텐츠허브', '팜스토리', 'DSEN']"
208,사물인터넷,"['에이텍', '코맥스', '커머스마이너', '다산네트웍스', '에이디테크놀로지', '엑사이엔씨', '케이엘넷', '유진로봇', 'LG유플러스', '한국전자인증', '엔텔스', '오픈베이스', '가온그룹', '위즈코프', '알파홀딩스', '효성ITX', '이아이디', '삼성에스디에스', '링네트', '브이티', '대한과학', '누리플렉스', '아이엠', '에이디칩스', '텔레필드', 'SGA', '핸디소프트', '코콤', '유비쿼스', '케이사인', '드림어스컴퍼니', '기가레인', 'SGA솔루션즈', 'HDC랩스', '잉크테크', '비츠로시스', '두산테스나', '트루엔', '우리로', '삼진', '에스넷', '소니드']"
209,반도체 장비,"['코디', '로보스타', '지앤비에스 에코', '하나마이크론', 'HPSP', 'SFA반도체', '알에스오토메이션', '러셀', '더코디', '라온테크', '엑시콘', '제이스텍', '자비스', '프로텍', '엔투텍', '에이팩트', '에스엔유', '피에스케이', '디바이스이엔지', '성우테크론', '티씨케이', '탑엔지니어링', '원익IPS', '유니셈', '한화에어로스페이스', '고영', '리노공업', '한양이엔지', 'AP시스템', '에스에프에이', '스마트솔루션즈', '로체시스템즈', '저스템', '리튬포어스', '씨앤지하이테크', '서진시스템', '와이아이케이', '싸이맥스', '유니테스트', '테스', '디아이', '포인트엔지니어링', '엘오티베큠', '신성이엔지', '넥스틴', '한미반도체', '성도이엔지', '케이씨텍', '팸텍', '오션브릿지', '프로이천', '유진테크', '레이저쎌', '테크윙', '네온테크', '케이엔솔', '기가레인', '오로스테크놀로지', '티에스이', '펨트론', 'HB테크놀러지', '서플러스글로벌', '제우스', 'GST', '티에프이', '코미코', '주성엔지니어링', '아스플로', '네패스아크', '에이피티씨', '인텍플러스', '제너셈', '코세스', '네오셈', '에프에스티', '위드텍', '이오테크닉스', '기가비스', '피에스케이홀딩스', '제이티', '예스티', '에스티아이', '미래산업']"
210,케이블TV SO/MSO,"['CJ ENM', '태광산업', '현대홈쇼핑', 'KX', 'LG헬로비전', '남화토건', '씨씨에스', '현대퓨처넷']"
211,전기차,"['포스코DX', '상신이디피', '유일에너테크', '포스코스틸리온', '신흥에스이씨', 'LG화학', 'LG전자', '코스모신소재', '삼성SDI', 'SK이노베이션', '엠플러스', '피에스텍', '씨아이에스', 'SKC', 'LG에너지솔루션', '엘앤에프', '현대모비스', '성호전자', '세아메카닉스', '한국앤컴퍼니', '캠시스', '삼보모터스', '화신', '초록뱀이앤엠', '현대위아', '솔루스첨단소재', '글로벌에스엠', '계양전기', '와이엠텍', '상아프론테크', '이지트로닉스', '알파홀딩스', '엠에스오토텍', '엔켐', '스마트솔루션즈', '엘아이에스', '아진산업', 'HL만도', '삼화콘덴서', '기아', '나라엠앤디', '덕양산업', '대창스틸', '디아이씨', '인팩', '현대차', '유에스티', '한온시스템', '명신산업', 'LS ELECTRIC', '에스트래픽', '현대이지웰', '성문전자', '모베이스전자', '한일단조', '알멕', '네오티스', '동아화성', '삼화전기', '티플랙스', 'KEC', '현대공업', '우수AMS', '인지컨트롤스', '파워로직스', '대유플러스', '아이에이', '원익피앤이', '씨티알모빌리티', '보성파워텍', '폴라리스세원', 'SNT모티브', '삼기', '지엠비코리아', '한국단자', '휴맥스', '트루윈', '영화테크', '경창산업', '아이윈', '성창오토텍', '삼화전자', '아모그린텍', '한주라이트메탈', '로스웰', '뉴인텍', '코스텍시스', '우리산업', '우신시스템', '나노팀', '코다코', '삼기이브이']"
212,미디어(방송/신문),"['CJ ENM', '콘텐트리중앙', '아시아경제', 'IHQ', 'KNN', 'YTN', '티비씨', '한국경제TV', 'iMBC', 'SBS', '디지틀조선', 'SBS콘텐츠허브', '스카이라이프', '애니플러스']"
213,영상콘텐츠,"['CJ ENM', '와이랩', 'SAMG엔터', '바른손이앤에이', '스튜디오미르', '덱스터', '위지윅스튜디오', '스튜디오산타클로스', 'SM Life Design', '쇼박스', '빅텐츠', '콘텐트리중앙', '대원미디어', 'JYP Ent.', 'IHQ', '스튜디오드래곤', '초록뱀미디어', '버킷스튜디오', '큐로홀딩스', 'KX', '포바이포', '래몽래인', '에이스토리', 'SBS', 'SM C&C', '케이티알파', 'SBS콘텐츠허브', '삼화네트웍스', '바른손', '에프엔씨엔터', '키이스트', '코퍼스코리아', '자이언트스텝', '팬엔터테인먼트', 'NEW', '애니플러스', '캐리소프트']"
